road,id,name,lat,lon,model_type,condition,length
N1,366,LRP276,22.1739178955307,92.0532925435754,bridge,B,12.3
N1,367,roadLRP276,22.1662725880879,92.06074942662639,link,B,2682.700000000068
N1,368,LRP279,22.1586272806451,92.0682063096774,bridge,B,211.15
N1,369,roadLRP279,22.1542397976041,92.06891969076099,link,B,928.8500000000113
N1,370,LRP280,22.1498523145631,92.0696330718446,bridge,A,9.2
N1,371,roadLRP280,22.1410892988983,92.06997798687813,link,A,1960.7999999999493
N1,372,LRP282,22.1323262832335,92.07032290191165,bridge,A,24.012500000000003
N1,373,roadLRP282,22.128542229329128,92.07087070308884,link,A,845.2374999999961
N1,374,LRP283,22.124758175424752,92.07141850426602,bridge,A,22.924999999999997
N1,375,roadLRP283,22.119055330265525,92.07205270426067,link,A,1332.825000000014
N1,376,LRP284,22.1133524851063,92.0726869042553,bridge,A,5.0
N1,377,roadLRP284,22.10581552755315,92.07374366312766,link,A,1555.0000000000068
N1,378,LRP286,22.09827857,92.074800422,bridge,A,7.2
N1,379,roadLRP286,22.0959280352252,92.07765261077475,link,A,822.7999999999724
N1,380,LRP287,22.0935775004504,92.0805047995495,bridge,A,11.2
N1,381,roadLRP287,22.08882216601465,92.08685086867425,link,A,1695.8000000000197
N1,382,LRP288,22.0840668315789,92.093196937799,bridge,A,2.0
N1,383,roadLRP288,22.08229371978945,92.09584123461374,link,A,706.0000000000173
N1,384,LRP289,22.080520608,92.0984855314285,bridge,A,12.6
N1,385,roadLRP289,22.07371465901209,92.10207437270807,link,A,1738.999999999919
N1,386,LRP291,22.06690871002418,92.10566321398765,bridge,A,27.98
N1,387,roadLRP291,22.062802171395564,92.10703631429965,link,A,966.4200000000278
N1,388,LRP292,22.05869563276695,92.10840941461166,bridge,A,5.35
N1,389,roadLRP292,22.054423057732926,92.10851851746727,link,A,955.1500000000033
N1,390,LRP293,22.0501504826989,92.1086276203229,bridge,A,9.3
N1,391,roadLRP293,22.044954568311482,92.10682067207773,link,A,1276.5333333333047
N1,392,LRP294,22.039758653924068,92.10501372383256,bridge,A,6.213333333333334
N1,393,roadLRP294,22.03475726228347,92.10433741545161,link,A,1175.7866666666814
N1,394,LRP295,22.02975587064287,92.10366110707066,bridge,A,46.699999999999996
N1,395,roadLRP295,22.02650357915671,92.1028616816678,link,A,725.9666666666931
N1,396,LRP296,22.02325128767055,92.10206225626496,bridge,A,6.0
N1,397,roadLRP296,22.015535668996527,92.09741941877763,link,A,2150.000000000034
N1,398,LRP298,22.0078200503225,92.0927765812903,bridge,A,3.0
N1,399,roadLRP298,22.00506058865585,92.0911102934677,link,A,742.999999999995
N1,400,LRP299,22.002301126989202,92.0894440056451,bridge,A,9.4
N1,401,roadLRP299,21.998156043967228,92.08817467680936,link,A,1009.8499999999717
N1,402,LRP300,21.994010960945253,92.08690534797361,bridge,A,33.175
N1,403,roadLRP300,21.991065812581095,92.08573179020087,link,A,685.5749999999716
N1,404,LRP301,21.988120664216936,92.08455823242814,bridge,A,20.133333333333333
N1,405,roadLRP301,21.984506460258693,92.08181255450295,link,A,1005.61666666664
N1,406,LRP302,21.98089225630045,92.07906687657776,bridge,A,16.775
N1,407,roadLRP302,21.977380329625127,92.07369367776772,link,A,1465.4750000000263
N1,408,LRP303,21.9738684029498,92.0683204789577,bridge,A,2.5
N1,409,roadLRP303,21.9714132613153,92.0662352953299,link,A,749.5000000000118
N1,410,LRP304,21.9689581196808,92.0641501117021,bridge,A,1.5
N1,411,roadLRP304,21.965090364140416,92.06406053631433,link,A,798.1666666666456
N1,412,LRP305,21.961222608600035,92.06397096092655,bridge,A,17.666666666666668
N1,413,roadLRP305,21.957643178469702,92.06565563024807,link,A,967.3333333333289
N1,414,LRP306,21.954063748339365,92.0673402995696,bridge,A,15.9
N1,415,roadLRP306,21.949731560178332,92.067134480262,link,A,941.4333333333502
N1,416,LRP307,21.9453993720173,92.0669286609544,bridge,A,1.4
N1,417,roadLRP307,21.9401933002459,92.06451654990903,link,A,1287.5999999999976
N1,418,LRP308,21.9349872284745,92.06210443886366,bridge,A,6.9
N1,419,roadLRP308,21.933166094890097,92.06117346829726,link,A,462.600000000009
N1,420,LRP309,21.931344961305697,92.06024249773085,bridge,A,4.6
N1,421,roadLRP309,21.9243402623652,92.06005280640456,link,A,1559.4000000000392
N1,422,LRP310,21.9173355634247,92.05986311507826,bridge,A,2.5
N1,423,roadLRP310,21.91459168990255,92.06020989143488,link,A,707.4999999999818
N1,424,LRP311,21.9118478163804,92.0605566677915,bridge,A,6.6
N1,425,roadLRP311,21.90143573415705,92.06012887174106,link,A,2238.900000000001
N1,426,LRP313,21.8910236519337,92.0597010756906,bridge,A,13.64
N1,427,roadLRP313,21.886122586651098,92.05935131023425,link,A,1095.3600000000279
N1,428,LRP314,21.8812215213685,92.0590015447779,bridge,A,9.3
N1,429,roadLRP314,21.87817063076295,92.0590556930582,link,A,676.6999999999825
N1,430,LRP315,21.8751197401574,92.0591098413385,bridge,A,3.0
N1,431,roadLRP315,21.8689774408615,92.05929735628115,link,A,1390.0000000000432
N1,432,LRP316,21.8628351415656,92.0594848712238,bridge,A,3.0
N1,433,roadLRP316,21.86140386064765,92.05983778989115,link,A,320.99999999996953
N1,434,LRP317,21.8599725797297,92.0601907085585,bridge,A,56.3
N1,435,roadLRP317,21.85593337045725,92.06057204287605,link,A,851.2000000000057
N1,436,LRP318,21.8518941611848,92.0609533771936,bridge,A,8.200000000000001
N1,437,roadLRP318,21.846787991217724,92.06260944136045,link,A,1232.7999999999975
N1,438,LRP319,21.84168182125065,92.0642655055273,bridge,A,3.75
N1,439,roadLRP319,21.837892568268625,92.06626954830506,link,A,953.7500000000136
N1,440,LRP320,21.8341033152866,92.0682735910828,bridge,A,15.8
N1,441,roadLRP320,21.82964353985595,92.07038891430423,link,A,1039.699999999982
N1,442,LRP321,21.825183764425297,92.07250423752565,bridge,A,27.675
N1,443,roadLRP321,21.821676512323098,92.07322423644237,link,A,787.824999999998
N1,444,LRP322,21.8181692602209,92.0739442353591,bridge,A,14.0
N1,445,roadLRP322,21.810796531392498,92.0755882240898,link,A,1807.9999999999927
N1,446,LRP323,21.8034238025641,92.0772322128205,bridge,A,14.0
N1,447,roadLRP323,21.7954247743788,92.07806693702312,link,A,1806.4999999999714
N1,448,LRP325,21.7874257461935,92.07890166122576,bridge,A,20.8
N1,449,roadLRP325,21.7858105386523,92.07907209839063,link,A,345.7000000000221
N1,450,LRP326,21.7841953311111,92.0792425355555,bridge,B,14.2
N1,451,roadLRP326,21.77886462666665,92.0815785044444,link,B,1417.7999999999429
N1,452,LRP327,21.7735339222222,92.0839144733333,bridge,A,15.7
N1,453,roadLRP327,21.772564128858498,92.08301221397039,link,A,312.3000000000502
N1,454,LRP328,21.7715943354948,92.0821099546075,bridge,C,297.075
N1,455,roadLRP328,21.755870476995952,92.08236716458694,link,C,3635.924999999986
N1,456,LRP331,21.7401466184971,92.0826243745664,bridge,B,9.3
N1,457,roadLRP331,21.736716489459937,92.08313315645827,link,B,775.7000000000289
N1,458,LRP332,21.733286360422778,92.08364193835017,bridge,A,24.1
N1,459,roadLRP332,21.728680147265088,92.08359304341309,link,A,1017.8999999999974
N1,460,LRP333,21.7240739341074,92.083544148476,bridge,A,12.6
N1,461,roadLRP333,21.71666265500435,92.08210960440874,link,A,1827.3999999999546
N1,462,LRP335,21.7092513759013,92.0806750603415,bridge,A,12.8
N1,463,roadLRP335,21.706040706499,92.07966034275135,link,A,776.2000000000171
N1,464,LRP336,21.7028300370967,92.0786456251612,bridge,A,9.3
N1,465,roadLRP336,21.68885894190495,92.07765851305254,link,A,3270.366666666632
N1,466,LRP339,21.6748878467132,92.0766714009439,bridge,A,44.056666666666665
N1,467,roadLRP339,21.66891414411375,92.07587152344846,link,A,1237.2766666666735
N1,468,LRP340,21.6629404415143,92.075071645953,bridge,A,3.5
N1,469,roadLRP340,21.6614973716094,92.07508710621511,link,A,318.50000000002865
N1,470,LRP341,21.6600543017045,92.0751025664772,bridge,A,54.215
N1,471,roadLRP341,21.654993299619168,92.07429346044114,link,A,1113.1183333332615
N1,472,LRP342,21.649932297533837,92.0734843544051,bridge,A,41.843333333333334
N1,473,roadLRP342,21.63623374277237,92.07359391562215,link,A,3351.823333333357
N1,474,LRP345,21.6225351880109,92.0737034768392,bridge,B,1.45
N1,475,roadLRP345,21.62045592420595,92.07143740721655,link,B,665.5500000000529
N1,476,LRP346,21.618376660401,92.0691713375939,bridge,A,44.925
N1,477,roadLRP346,21.612111900150275,92.06569238837032,link,A,1028.0750000000012
N1,478,LRP347,21.605847139899552,92.06221343914675,bridge,A,6.1
N1,479,roadLRP347,21.601590376822976,92.0619094150908,link,A,1007.9000000000065
N1,480,LRP348,21.5973336137464,92.06160539103485,bridge,A,11.65
N1,481,roadLRP348,21.5929252503781,92.06278672969107,link,A,1043.8500000000204
N1,482,LRP349,21.5885168870098,92.0639680683473,bridge,A,2.95
N1,483,roadLRP349,21.58579550602195,92.06484195742945,link,A,789.5500000000197
N1,484,LRP350,21.5830741250341,92.0657158465116,bridge,A,2.5
N1,485,roadLRP350,21.578740820662098,92.06823025886814,link,A,1042.4999999999613
N1,486,LRP351,21.5744075162901,92.0707446712247,bridge,A,12.4
N1,487,roadLRP351,21.56836384258945,92.0702792982049,link,A,1509.6000000000345
N1,488,LRP352,21.5623201688888,92.0698139251851,bridge,A,9.5
N1,489,roadLRP352,21.56110846212535,92.06943088759255,link,A,303.4999999999286
N1,490,LRP353,21.5598967553619,92.06904785,bridge,A,5.9
N1,491,roadLRP353,21.555571432381477,92.0682353499749,link,A,1067.100000000039
N1,492,LRP354,21.55124610940105,92.06742284994979,bridge,A,45.3075
N1,493,roadLRP354,21.536815894371962,92.06667625966682,link,A,3014.9425000000747
N1,494,LRP357,21.522385679342875,92.06592966938385,bridge,A,10.6
N1,495,roadLRP357,21.517238257363786,92.0680152212006,link,A,1241.649999999936
N1,496,LRP358,21.512090835384697,92.07010077301734,bridge,A,2.75
N1,497,roadLRP358,21.50895513529795,92.07198736080443,link,A,827.7499999999804
N1,498,LRP359,21.5058194352112,92.07387394859151,bridge,A,9.95
N1,499,roadLRP359,21.500565469263023,92.07594029451673,link,A,1320.0500000000375
N1,500,LRP360,21.49531150331485,92.07800664044194,bridge,A,14.05
N1,501,roadLRP360,21.486762285875272,92.08636090918742,link,A,2845.950000000016
N1,502,LRP363,21.4782130684357,92.0947151779329,bridge,A,7.2
N1,503,roadLRP363,21.475059301554808,92.0970295796734,link,A,882.5999999999112
N1,504,LRP364,21.47190553467392,92.0993439814139,bridge,A,37.97
N1,505,roadLRP364,21.46872353273201,92.1010003348486,link,A,795.2300000000605
N1,506,LRP365,21.4655415307901,92.1026566882833,bridge,B,14.0
N1,507,roadLRP365,21.4580492329626,92.10106241576325,link,B,2081.9999999999936
N1,508,LRP367,21.4505569351351,92.0994681432432,bridge,A,9.2
N1,509,roadLRP367,21.44645588512705,92.10018150376445,link,A,970.4666666666526
N1,510,LRP368,21.442354835119,92.10089486428568,bridge,A,39.56666666666667
N1,511,roadLRP368,21.438213780399032,92.09907181068198,link,A,983.1000000000358
N1,512,LRP369,21.434072725679062,92.09724875707826,bridge,A,4.233333333333333
N1,513,roadLRP369,21.431217631644298,92.0951099833452,link,A,895.433333333358
N1,514,LRP370,21.428362537609534,92.09297120961213,bridge,A,11.700000000000001
N1,515,roadLRP370,21.42765154132794,92.08760274478284,link,A,1132.2999999999865
N1,516,LRP371,21.42694054504635,92.08223427995355,bridge,A,7.8
N1,517,roadLRP371,21.426929534975272,92.0780347851875,link,A,886.2000000000307
N1,518,LRP372,21.4269185249042,92.07383529042144,bridge,A,10.9
N1,519,roadLRP372,21.427080495814927,92.06804485926898,link,A,1310.0999999999772
N1,520,LRP373,21.42724246672565,92.0622544281165,bridge,A,4.4
N1,521,roadLRP373,21.42760850535064,92.05895264634816,link,A,699.5999999999754
N1,522,LRP374,21.427974543975633,92.05565086457983,bridge,A,14.133333333333335
N1,523,roadLRP374,21.428069640363884,92.05143829125456,link,A,884.5333333333656
N1,524,LRP375,21.428164736752134,92.0472257179293,bridge,A,12.299999999999999
N1,525,roadLRP375,21.428976568376065,92.04341014376465,link,A,829.0333333333706
N1,526,LRP376,21.4297884,92.0395945696,bridge,A,9.2
N1,527,roadLRP376,21.429472705220853,92.03435979481578,link,A,1174.7999999999479
N1,528,LRP377,21.429157010441703,92.02912502003157,bridge,A,61.52
N1,529,roadLRP377,21.426012312609153,92.0280826127649,link,A,1270.4800000000205
N1,530,LRP378,21.4228676147766,92.02704020549825,bridge,C,7.9
N1,531,roadLRP378,21.420190772289466,92.03057755081693,link,C,977.4333333333516
N1,532,LRP379,21.41751392980233,92.03411489613559,bridge,B,5.8999999999999995
N1,533,roadLRP379,21.415050249410548,92.03748053032724,link,B,985.7666666666773
N1,534,LRP380,21.412586569018767,92.0408461645189,bridge,A,9.166666666666668
N1,535,roadLRP380,21.4113717389292,92.04535430710462,link,A,994.8333333333608
N1,536,LRP381,21.410156908839635,92.04986244969034,bridge,A,4.1000000000000005
N1,537,roadLRP381,21.408938127357366,92.05311173823345,link,A,816.2333333332867
N1,538,LRP382,21.407719345875098,92.05636102677657,bridge,A,5.266666666666667
N1,539,roadLRP382,21.404501309058325,92.06057911324442,link,A,1195.9000000000515
N1,540,LRP383,21.40128327224155,92.06479719971227,bridge,A,3.625
N1,541,roadLRP383,21.397109119496374,92.06641462851101,link,A,1059.3749999999886
N1,542,LRP384,21.3929349667512,92.06803205730975,bridge,A,15.15
N1,543,roadLRP384,21.389220197270614,92.06914286742187,link,A,868.0642857142971
N1,544,LRP385,21.38550542779003,92.07025367753401,bridge,A,2.3428571428571425
N1,545,roadLRP385,21.381743963118303,92.07072355124257,link,A,941.8000000000006
N1,546,LRP386,21.377982498446574,92.07119342495112,bridge,A,1.842857142857143
N1,547,roadLRP386,21.375288229960976,92.07410927703962,link,A,1014.2999999999915
N1,548,LRP387,21.372593961475378,92.07702512912813,bridge,A,1.3
N1,549,roadLRP387,21.36895417158999,92.0788883244796,link,A,1009.0999999999894
N1,550,LRP388,21.3653143817046,92.0807515198311,bridge,A,2.52
N1,551,roadLRP388,21.362057087530776,92.08017293246228,link,A,789.3299999999499
N1,552,LRP389,21.35879979335695,92.07959434509345,bridge,A,2.5
N1,553,roadLRP389,21.353630330375694,92.07910366032611,link,A,1211.2500000000068
N1,554,LRP390,21.348460867394433,92.07861297555877,bridge,A,18.099999999999998
N1,555,roadLRP390,21.343891915850143,92.07876088187751,link,A,1041.40000000001
N1,556,LRP391,21.33932296430585,92.07890878819626,bridge,A,8.2
N1,557,roadLRP391,21.336581020737377,92.07897582636598,link,A,627.2999999999911
N1,558,LRP392,21.3338390771689,92.0790428645357,bridge,C,24.1
N1,559,roadLRP392,21.329595695989873,92.0814498952223,link,C,1205.9000000000424
N1,560,LRP393,21.32535231481085,92.0838569259089,bridge,C,25.3
N1,561,roadLRP393,21.322326420146275,92.08731840823953,link,C,996.6999999999757
N1,562,LRP394,21.3193005254817,92.09077989057016,bridge,B,20.599999999999998
N1,563,roadLRP394,21.313763684451352,92.09402236107454,link,B,1539.4000000000005
N1,564,LRP395,21.308226843421,92.0972648315789,bridge,B,2.4
N1,565,roadLRP395,21.304928891935702,92.09721391705071,link,B,789.0999999999622
N1,566,LRP396,21.3016309404504,92.0971630025225,bridge,C,31.799999999999997
N1,567,roadLRP396,21.294159317149134,92.09867683377212,link,C,1713.033333333442
N1,568,LRP398,21.286687693847867,92.10019066502173,bridge,A,11.799999999999999
N1,569,roadLRP398,21.27923770620747,92.10305295628451,link,A,1796.6166666666368
N1,570,LRP400,21.271787718567076,92.1059152475473,bridge,A,18.025
N1,571,roadLRP400,21.26907308200296,92.10844250587346,link,A,815.7249999999294
N1,572,LRP401,21.26635844543885,92.11096976419961,bridge,C,31.05
N1,573,roadLRP401,21.262467004198758,92.11583831134304,link,C,1310.1166666666586
N1,574,LRP402,21.258575562958665,92.12070685848647,bridge,A,8.666666666666666
N1,575,roadLRP402,21.255864937337066,92.12397569605633,link,A,868.6666666666838
N1,576,LRP403,21.253154311715466,92.1272445336262,bridge,A,7.333333333333333
N1,577,roadLRP403,21.250249842490035,92.13115859146973,link,A,1153.666666666652
N1,578,LRP404,21.2473453732646,92.13507264931326,bridge,B,11.549999999999999
N1,579,roadLRP404,21.238721189602575,92.1480646474289,link,B,3887.450000000001
N1,580,LRP408,21.23009700594055,92.16105664554455,bridge,A,6.65
N1,581,roadLRP408,21.224691187304856,92.16157249091242,link,A,1283.016666666697
N1,582,LRP409,21.219285368669166,92.16208833628029,bridge,B,5.066666666666667
N1,583,roadLRP409,21.21720575277263,92.16364785220593,link,B,649.9333333333652
N1,584,LRP410,21.215126136876098,92.16520736813156,bridge,A,2.0
N1,585,roadLRP410,21.210224497349223,92.16769736999498,link,A,1320.3333333332807
N1,586,LRP411,21.205322857822352,92.17018737185839,bridge,A,4.300000000000001
N1,587,roadLRP411,21.201729871535075,92.17035151881183,link,A,830.2000000000476
N1,588,LRP412,21.1981368852478,92.17051566576525,bridge,A,21.025
N1,589,roadLRP412,21.19398470108925,92.16874475181314,link,A,1096.4749999999412
N1,590,LRP413,21.1898325169307,92.16697383786101,bridge,A,12.4
N1,591,roadLRP413,21.1869034742021,92.16313824139115,link,A,1090.599999999995
N1,592,LRP414,21.1839744314735,92.1593026449213,bridge,A,1.2
N1,593,roadLRP414,21.1804829016347,92.15807300930112,link,A,855.8000000000447
N1,594,LRP415,21.1769913717959,92.15684337368093,bridge,B,25.8
N1,595,roadLRP415,21.17338639340103,92.155476314449,link,B,860.1999999999634
N1,596,LRP416,21.169781415006163,92.15410925521707,bridge,A,12.812500000000002
N1,597,roadLRP416,21.16601011610297,92.15323212978583,link,A,934.987499999977
N1,598,LRP417,21.16223881719978,92.1523550043546,bridge,A,2.9699999999999998
N1,599,roadLRP417,21.156493504830955,92.15348514049646,link,A,1400.2300000000218
N1,600,LRP418,21.15074819246213,92.15461527663832,bridge,C,13.266666666666666
N1,601,roadLRP418,21.14838769682065,92.15622671603829,link,C,665.0666666666893
N1,602,LRP419,21.146027201179166,92.15783815543826,bridge,A,39.63333333333333
N1,603,roadLRP419,21.142748163097266,92.16040130094545,link,A,937.8666666666504
N1,604,LRP420,21.139469125015367,92.16296444645265,bridge,A,11.766666666666666
N1,605,roadLRP420,21.13822009020101,92.16741482126838,link,A,995.0666666667303
N1,606,LRP421,21.13697105538665,92.17186519608413,bridge,A,10.166666666666666
N1,607,roadLRP421,21.135327295289123,92.17623066699826,link,A,1052.8333333332967
N1,608,LRP422,21.133683535191597,92.1805961379124,bridge,A,3.1
N1,609,roadLRP422,21.131399742295482,92.18418812193417,link,A,969.0666666665493
N1,610,LRP423,21.129115949399367,92.18778010595592,bridge,A,3.4333333333333336
N1,611,roadLRP423,21.126149473934092,92.19016086667642,link,A,854.1083333334427
N1,612,LRP424,21.123182998468813,92.19254162739692,bridge,A,23.90625
N1,613,roadLRP424,21.119135939093756,92.19527093235652,link,A,1119.9187500000107
N1,614,LRP425,21.115088879718698,92.19800023731611,bridge,A,6.6
N1,615,roadLRP425,21.11210596189329,92.20117556851457,link,A,890.199999999993
N1,616,LRP426,21.10912304406788,92.20435089971305,bridge,A,1.8399999999999999
N1,617,roadLRP426,21.10544172404946,92.20632675357285,link,A,1097.7599999999939
N1,618,LRP427,21.10176040403104,92.20830260743267,bridge,A,14.760000000000002
N1,619,roadLRP427,21.097428356552495,92.21019281597657,link,A,1070.6400000000258
N1,620,LRP428,21.09309630907395,92.21208302452048,bridge,A,3.075
N1,621,roadLRP428,21.089330891009126,92.21371517480475,link,A,925.2583333332041
N1,622,LRP429,21.0855654729443,92.21534732508901,bridge,A,5.733333333333333
N1,623,roadLRP429,21.0818661185875,92.21728526666647,link,A,956.1833333333993
N1,624,LRP430,21.0781667642307,92.2192232082439,bridge,A,2.775
N1,625,roadLRP430,21.07478090950958,92.22153076964541,link,A,972.3749999999995
N1,626,LRP431,21.07139505478846,92.22383833104692,bridge,A,5.58
N1,627,roadLRP431,21.066495389361762,92.22480232692942,link,A,1197.6866666665842
N1,628,LRP432,21.061595723935067,92.22576632281194,bridge,A,21.0
N1,629,roadLRP432,21.058388915908868,92.22658428667899,link,A,768.9999999999486
N1,630,LRP433,21.05518210788267,92.22740225054604,bridge,B,7.733333333333333
N1,631,roadLRP433,21.051918167536485,92.23085956937476,link,B,1261.1000000001127
N1,632,LRP434,21.048654227190298,92.2343168882035,bridge,C,16.45
N1,633,roadLRP434,21.044385615656882,92.2360686710772,link,C,1023.716666666644
N1,634,LRP435,21.040117004123466,92.23782045395092,bridge,A,2.8666666666666667
N1,635,roadLRP435,21.037073924939932,92.2392634129533,link,A,751.4666666667154
N1,636,LRP436,21.0340308457564,92.2407063719557,bridge,B,32.1
N1,637,roadLRP436,21.03041900784055,92.241200684586,link,B,790.3999999999769
N1,638,LRP437,21.0268071699247,92.2416949972163,bridge,A,3.6500000000000004
N1,639,roadLRP437,21.022250174549185,92.24274903261053,link,A,1079.5166666666205
N1,640,LRP438,21.017693179173666,92.24380306800477,bridge,A,2.5
N1,641,roadLRP438,21.01307368790303,92.24712741517175,link,A,1267.8333333333853
N1,642,LRP439,21.0084541966324,92.25045176233873,bridge,B,31.333333333333332
N1,643,roadLRP439,21.0039300466308,92.25208659442777,link,B,1079.6666666666397
N1,644,LRP440,20.9994058966292,92.2537214265168,bridge,C,12.5
N1,645,roadLRP440,20.9943820795814,92.25414632963304,link,C,1150.5000000000223
N1,646,LRP441,20.9893582625336,92.2545712327493,bridge,C,29.9
N1,647,roadLRP441,20.98534499073985,92.2533423579105,link,C,927.0999999999958
N1,648,LRP442,20.9813317189461,92.2521134830717,bridge,C,1.2
N1,649,roadLRP442,20.97872081250484,92.25117552050152,link,C,625.0
N1,650,LRP443,20.976109906063577,92.25023755793134,bridge,A,27.360000000000003
N1,651,roadLRP443,20.97118202187064,92.25030891433167,link,A,1202.1542857143572
N1,652,LRP444,20.9662541376777,92.25038027073198,bridge,A,3.3714285714285714
N1,653,roadLRP444,20.963110698134358,92.25204994763432,link,A,804.5142857142196
N1,654,LRP445,20.959967258591018,92.25371962453666,bridge,A,20.619999999999997
N1,655,roadLRP445,20.955615792897717,92.25557657329921,link,A,1058.9800000000196
N1,656,LRP446,20.95126432720442,92.25743352206175,bridge,A,17.84
N1,657,roadLRP446,20.94794749243747,92.25888116503634,link,A,893.4600000000046
N1,658,LRP447,20.944630657670523,92.26032880801093,bridge,A,20.125
N1,659,roadLRP447,20.939748151824936,92.26166149650547,link,A,1162.8749999999854
N1,660,LRP448,20.93486564597935,92.262994185,bridge,A,31.9
N1,661,roadLRP448,20.93208407526555,92.26357639269,link,A,614.433333333352
N1,662,LRP449,20.92930250455175,92.26415860037999,bridge,A,16.883333333333333
N1,663,roadLRP449,20.923947592804367,92.26647425309676,link,A,1317.854761904698
N1,664,LRP450,20.918592681056985,92.26878990581353,bridge,A,14.342857142857143
N1,665,roadLRP450,20.915041679626466,92.27110656896369,link,A,949.3584415585019
N1,666,LRP451,20.911490678195946,92.27342323211384,bridge,A,15.336363636363632
N1,667,roadLRP451,20.90811057581923,92.27569147437038,link,A,913.3909090908787
N1,668,LRP452,20.904730473442516,92.27795971662691,bridge,A,13.653846153846153
N1,669,roadLRP452,20.900914663864107,92.28151024164676,link,A,1205.3461538461647
N1,670,LRP453,20.8970988542857,92.2850607666666,bridge,A,15.1
N1,671,roadLRP453,20.895389609223024,92.28726448630948,link,A,601.8999999999437
N1,672,LRP454,20.89368036416035,92.28946820595235,bridge,A,9.0
N1,673,roadLRP454,20.891919408360472,92.29259314300313,link,A,807.9999999999927
N1,674,LRP455,20.8901584525606,92.2957180800539,bridge,B,37.3
N1,675,roadLRP455,20.886280178620837,92.296913245855,link,B,1106.9500000000403
N1,676,LRP456,20.882401904681075,92.2981084116561,bridge,A,18.7
N1,677,roadLRP456,20.872659302340537,92.29809570582805,link,A,2292.0499999999606
N1,678,LRPE,20.8629167,92.29808299999999,sourcesink,K,1.0
N102,679,LRPS,23.4789716,91.1181938,sourcesink,K,1.0
N102,680,roadLRPS,23.4827769683183,91.1158056602102,link,K,983.0
N102,681,LRPSc,23.4865823366366,91.1134175204204,bridge,A,3.0
N102,682,roadLRPSc,23.491239327719335,91.10971375626053,link,A,1324.0000000000002
N102,683,LRP002,23.495896318802068,91.10600999210067,bridge,A,1.5
N102,684,roadLRP002,23.503515836412483,91.10209551788938,link,A,1936.4999999999993
N102,685,LRP004,23.5111353540229,91.0981810436781,bridge,B,2.5
N102,686,roadLRP004,23.52162956001145,91.09087952683905,link,B,2784.4999999999995
N102,687,LRP007,23.532123766,91.08357801,bridge,C,3.75
N102,688,roadLRP007,23.53714193738595,91.0791194922807,link,C,1435.25
N102,689,LRP008,23.5421601087719,91.0746609745614,bridge,A,17.8
N102,690,roadLRP008,23.5460132562433,91.0705261757651,link,A,1192.2000000000014
N102,691,LRP009,23.5498664037147,91.0663913769688,bridge,A,3.0
N102,692,roadLRP009,23.5527244063517,91.06398469016975,link,A,841.9999999999987
N102,693,LRP010,23.5555824089887,91.0615780033707,bridge,A,0.9
N102,694,roadLRP010,23.556885150636273,91.05845833298642,link,A,1390.1000000000004
N102,695,LRP011,23.558187892283847,91.05533866260214,bridge,A,3.1
N102,696,roadLRP011,23.566080492742874,91.05712142622717,link,A,1035.9000000000017
N102,697,LRP012,23.5739730932019,91.0589041898522,bridge,B,6.0
N102,698,roadLRP012,23.57801242691345,91.0471907302386,link,B,2142.999999999999
N102,699,LRP015,23.582051760625,91.035477270625,bridge,A,5.7
N102,700,roadLRP015,23.584964923148497,91.02601451160496,link,A,2203.3000000000025
N102,701,LRP017,23.587878085672,91.0165517525849,bridge,A,3.0
N102,702,roadLRP017,23.589408765727548,91.01237896424425,link,A,889.999999999997
N102,703,LRP018,23.5909394457831,91.0082061759036,bridge,C,6.2
N102,704,roadLRP018,23.593030453384074,91.00356934811467,link,C,1083.3000000000013
N102,705,LRP019,23.595121460985048,90.99893252032575,bridge,A,4.25
N102,706,roadLRP019,23.602045047922523,90.99292748581007,link,A,2073.250000000002
N102,707,LRP021,23.608968634860002,90.98692245129439,bridge,A,2.9
N102,708,roadLRP021,23.612480993999,90.98223482571689,link,A,1288.1
N102,709,LRP022,23.615993353138,90.9775472001394,bridge,A,9.6
N102,710,roadLRP022,23.61942492535735,90.97538185669325,link,A,885.4000000000007
N102,711,LRP023,23.6228564975767,90.9732165132471,bridge,A,33.425
N102,712,roadLRP023,23.628154245618447,90.97200646182691,link,A,1210.5749999999987
N102,713,LRP024,23.6334519936602,90.9707964104067,bridge,A,113.85
N102,714,roadLRP024,23.637795448790847,90.97092318796476,link,A,869.1500000000012
N102,715,LRP025,23.6421389039215,90.9710499655228,bridge,A,9.4
N102,716,roadLRP025,23.64579383592575,90.97117221366514,link,A,813.600000000001
N102,717,LRP026,23.64944876793,90.9712944618075,bridge,A,9.3
N102,718,roadLRP026,23.653279815921998,90.9752908150666,link,A,1243.7000000000005
N102,719,LRP027,23.657110863914,90.9792871683257,bridge,B,6.1
N102,720,roadLRP027,23.65808237655495,90.98092592306665,link,B,395.5666666666708
N102,721,LRP028,23.6590538891959,90.9825646778076,bridge,A,38.25
N102,722,roadLRP028,23.662157577549724,90.98764546145036,link,A,1232.8333333333283
N102,723,LRP029,23.66526126590355,90.99272624509311,bridge,A,27.65
N102,724,roadLRP029,23.667960050894322,90.99691896489105,link,A,994.5999999999983
N102,725,LRP030,23.6706588358851,91.001111684689,bridge,B,26.65
N102,726,roadLRP030,23.672819170682786,91.00452196844614,link,B,826.6833333333352
N102,727,LRP031,23.67497950548047,91.0079322522033,bridge,B,7.7
